master_id,codice_fiscale,denominazione,regione,provincia,comune,regione_normalizzata,provincia_normalizzata,comune_normalizzato,discipline_praticate,sport_normalizzati,organisms,source_ids,source_count
reg_28276f4f12656d45,07401970632,ASD NEW GREEN FORM,Campania,NA,Napoli,Campania,NA,Napoli,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ju-Jitsu, Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Karate, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pugilato PRO, Body building, Taekwondo, Ginnastica per Tutti, Ginnastica Artistica, Ginnastica Aerobica, Taekwondo",arti_marziali|fitness|ginnastica,CSEN,31744,1
reg_249faf098c6836e5,07403411213,MILLECULURE ASD,Campania,NA,Napoli,Campania,NA,Napoli,"Muay Thai, Savate assalto, Savate combat, Grappling, Full Contact, K-1 Rules, Low Kick, Pugilato Giovanile, Pugilato Amatoriale-Gym Boxe (Prepugilistica, Boxe Competition, Boxe in Action, Light Boxe, Soft Boxe), Pugilato PRO, Pugilato AOB/APB, Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Distensione su panca, Pesistica Olimpica, Taekwondo",arti_marziali|fitness|pesistica,CSEN,31745,1
reg_1bca8593d42a7931,07417301210,REAL PARADISE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Campania,NA,Napoli,Campania,NA,Napoli,"Calcio (a 11), DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, Calcio (a 8), DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio|danza|sci,CSEN,31759,1
reg_02835bdf51b705bd,01262310491,FITNESS LIVORNO - SOCIETA' SPORTIVA DILETTANTISTICA A R.L.,Toscana,LI,Livorno,Toscana,LI,Livorno,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Indoor Cycling (Artistic Cycling - Cycle Ball), Cycling for All e Master, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Body building, Attività ginnico-motorie acquatiche applicative alle discipline del nuoto, Ginnastica per Tutti, Ginnastica Aerobica",fitness|ginnastica|nuoto|sci,CSEN,3177,1
reg_36fa4ac7f047cb58,07430220728,SPORT PROJECT SSD,Puglia,BA,Bari,Puglia,BA,Bari,"Pallanuoto, Nuoto per salvamento, Nuoto, Nuoto in acque libere (Fondo), Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Pallanuoto, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Tuffi, Nuoto Sincronizzato, Attività ginnico-motorie acquatiche applicative alle discipline del nuoto, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, Nuoto, Ginnastica Aerobica, DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, Distensione su panca, Body building, Powerlifting, Pesistica Olimpica",danza|fitness|ginnastica|nuoto|pallanuoto|pesistica|sci,CSEN,31770,1
reg_eb0d216b443ec869,07443190728,EL MUNDO DEL CARIBE SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Puglia,BA,Bari,Puglia,BA,Bari,"Ginnastica Acrobatica, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, Ginnastica Aerobica, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni",danza|fitness|ginnastica|sci,CSEN,31780,1
reg_df6528708f26fa21,07453190725,ASD BARLETTA BEACH SOCCER,Puglia,BT,Barletta,Puglia,BT,Barletta,"Calcio (a 11), Calcio (a 8), Beach Soccer, Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSEN,31784,1
reg_753f20c9512908ee,07495550720,DYNAMYK FITNESS CLUB SOCIETA' SPORTIVA DILETTANTISTICA A R.L,Puglia,BA,Palo del Colle,Puglia,BA,Palo del Colle,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Ginnastica Acrobatica, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, Ginnastica Aerobica, DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, Atletica Leggera, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, Distensione su panca, Body building, Powerlifting, Pesistica Olimpica, DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati",atletica|danza|fitness|ginnastica|pesistica|sci,ASC|CSEN,31817,1
reg_08b360ec6924a062,07503210721,FWA SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Puglia,BA,Bari,Puglia,BA,Bari,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Ginnastica Acrobatica, Pallanuoto, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Nuoto per salvamento, Tuffi, Nuoto Sincronizzato, Attività ginnico-motorie acquatiche applicative alle discipline del nuoto, Ginnastica per Tutti, Nuoto, Ginnastica Aerobica, Nuoto in acque libere (Fondo), DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, Distensione su panca, Body building, Powerlifting, Pesistica Olimpica, Nuoto",danza|fitness|ginnastica|nuoto|pallanuoto|pesistica|sci,CSEN,31830,1
reg_924c0674434f82f8,07503650728,ASSOCIAZIONE SPORTIVA DILETTANTISTICA DANCE STUDIO,Puglia,BA,Santeramo in Colle,Puglia,BA,Santeramo in Colle,"Ginnastica Acrobatica, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, Ginnastica Artistica, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, Ginnastica Aerobica, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni",danza|fitness|ginnastica|sci,CSEN,31831,1
reg_15be8726e6f0f8b5,07503830965,X FIT S.R.L. SPORTIVA DILETTANTISTICA,Lombardia,MI,Lainate,Lombardia,MI,Lainate,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Ginnastica Acrobatica, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati",danza|fitness|ginnastica,CSEN,31832,1
reg_928c41d28738863a,07507710726,ASSOCIAZIONE SPORTIVA DILETTANTISTICA LEVANTE BITRITTO,Puglia,BA,Bitritto,Puglia,BA,Bitritto,"Calcio (a 11), Calcio (a 11), Calcio (a 8), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSEN,31836,1
reg_aab7cc91c370ad6a,07509150723,CENTRO DANZA ENSEMBLE SOCIETA SPORTIVA DILETTANTISTICA A RESPONSABILITA LIMITATA,Puglia,BA,Bari,Puglia,BA,Bari,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, Attività sportiva ginnastica finalizzata alla salute ed al fitness, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati",danza|fitness|ginnastica,CSEN,31839,1
reg_fd50734eedcaa485,07517390725,KOMBAT ACADEMY A.S.D.,Puglia,BT,Barletta,Puglia,BT,Barletta,"Point Fighting, Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Aerokickboxing, Full Contact, K-1 Rules, Kick Light, Ginnastica per Tutti, Light Contact, Low Kick, Ginnastica Aerobica, Musical Forms, Body building, Pugilato Giovanile, Pugilato Amatoriale-Gym Boxe (Prepugilistica, Boxe Competition, Boxe in Action, Light Boxe, Soft Boxe), Pugilato AOB/APB",arti_marziali|fitness|ginnastica,CSEN,31849,1
reg_a203f80f88e2d16c,07526610964,AIKIKAI CORSICO - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,MI,Corsico,Lombardia,MI,Corsico,Aikido,,CSEN,31861,1
reg_649151b9b209895d,07552821212,TIMAR WELLNESS & FITNESS SOCIETA' SPORTIVA DILETTANTISTICA A.R.L.,Campania,NA,Melito di Napoli,Campania,NA,Melito di Napoli,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, Attività sportiva ginnastica finalizzata alla salute ed al fitness",danza|fitness|ginnastica,CSEN,31898,1
reg_17a999681c592225,00506670025,A.S.D. VERCELLI DANCE ACADEMY,Piemonte,VC,Vercelli,Piemonte,VC,Vercelli,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni",danza,CSEN,319,1
reg_f8cea7196129feb6,07564510969,ASSOCIAZIONE POLISPORTIVA DILETTANTISTICA ACQUAMARINA SPORT&LIFE,Lombardia,MI,Segrate,Lombardia,MI,Segrate,"Pallacanestro, Beach volley, Pallavolo, Judo, Karate, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Aerokickboxing, Tennis, Pattinaggio artistico, Ginnastica Ritmica, Ginnastica per Tutti, Skateboard, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, Ginnastica Artistica, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., Baseball - Softball, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, Atletica Leggera, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, Pugilato Amatoriale-Gym Boxe (Prepugilistica, Boxe Competition, Boxe in Action, Light Boxe, Soft Boxe), Futsal (calcio da sala - calcio a 5), Pallacanestro, Pallavolo, Tennis, Padel, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, Judo, Karate, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Tennis, Ginnastica Ritmica, Beach volley, Ginnastica Artistica, Pallacanestro, Pallavolo, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica Ritmica, Ginnastica per Tutti, Ginnastica Artistica",arti_marziali|atletica|baseball|basket|calcio|danza|fitness|ginnastica|padel|pattinaggio|sci|tennis|volley,CSEN|ENDAS|FIP,31916,1
reg_04b033efaf55fe6b,07566360728,NEW BODY AND SOUL SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Puglia,BA,Monopoli,Puglia,BA,Monopoli,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Pesistica Olimpica, Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Ginnastica Acrobatica, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Distensione su panca, Body building, Powerlifting, Ginnastica per Tutti, Pesistica Olimpica, Ginnastica Aerobica",fitness|ginnastica|pesistica,CSEN,31921,1
reg_416166cc094eceed,07590400961,FORTI E LIBERI MONZA 1878 A.S.D.,Lombardia,MB,Monza,Lombardia,MB,Monza,Ginnastica Artistica,ginnastica,CSEN,31956,1
reg_20b3c330218078c5,07590771213,A.S.D. MISTER DANCING,Campania,NA,Napoli,Campania,NA,Napoli,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali",danza|sci,CSEN,31957,1
reg_337dfda5f84ef1df,07599320723,DON MILANI VOLLEY ASD,Puglia,BA,Bari,Puglia,BA,Bari,"Beach volley, Pallavolo",volley,CSEN,31968,1
reg_c63972e66debf589,07637370722,SPORTS AND EVENTS SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Puglia,BA,Bari,Puglia,BA,Bari,"Nuoto per salvamento, Nuoto, Nuoto in acque libere (Fondo), Attività sportiva cinotecnica, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Attività ginnico-motorie acquatiche applicative alle discipline del nuoto, Nuoto, Ginnastica Aerobica",fitness|ginnastica|nuoto|sci,CSEN,32022,1
reg_c9fbcd957815997f,07643230969,GUASTALLAPILATES SPORT E FITNESS SOCIETA' SPORTIVA DILETTANTISTICA S.R.L.,Lombardia,MI,Milano,Lombardia,MI,Milano,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Attività sportiva ginnastica finalizzata alla salute ed al fitness",fitness|ginnastica,CSEN,32029,1
reg_8873665b9bbd6520,07643310720,DANCE LAB SOCIETA' SPORTIVA DILETTANTISTICA A R.L.,Puglia,BA,Corato,Puglia,BA,Corato,"Ginnastica Acrobatica, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica Ritmica, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, Ginnastica Artistica, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, Ginnastica Aerobica, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni",danza|fitness|ginnastica|sci,CSEN,32030,1
reg_69accc070034ccf1,07651820727,A.S.DILETTANTISTICA NEW GROUP ANIMATION,Puglia,BA,Corato,Puglia,BA,Corato,"Calcio (a 11), Calcio (a 8), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Futsal (calcio da sala - calcio a 5), Calcio (a 7), Ginnastica per Tutti, Ginnastica Aerobica",calcio|fitness|ginnastica,CSEN,32048,1
reg_4dd89aec38a6d743,07653150727,LET'S DANCE COMPANY S.S.D.R.L.,Puglia,BA,Altamura,Puglia,BA,Altamura,"Ginnastica Acrobatica, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali, Ginnastica Aerobica, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni",danza|fitness|ginnastica|sci,CSEN,32050,1
