registry_club_id,source,source_organism,source_club_id,name,normalized_name,fiscal_code,legal_type,region,province,municipality,representative_name,valid_until,registered_at,affiliation_code,sport_year_start,sport_year_end,supported_sports,detail_url
coni:17,CONI,FIGC,17,ASSOCIAZIONE SPORTIVA DILETTANTISTICA-MOSSA,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MOSSA,00123130312,Associazione senza personalità giuridica,Friuli-Venezia Giulia,GO,Mossa,"FOSCOLINI, ETTORE",18/05/2026,09/12/2009,32900,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17
coni:170,CONI,FIGC,170,S.S. VOLUNTAS A.S.D.,S S VOLUNTAS A S D,00367720521,Associazione senza personalità giuridica,Toscana,SI,Trequanda,"MARAMAI, PAOLO",18/05/2026,31/05/2006,68758,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170
coni:1700,CONI,FIGC,1700,POLISPORTIVA VEROLAVECCHIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,POLISPORTIVA VEROLAVECCHIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,01049300179,Associazione senza personalità giuridica,Lombardia,BS,Verolavecchia,"MOMBELLI, SERGIO",18/05/2026,24/09/2009,675531,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=1700
coni:170116,CONI,ASC|FIGC,170116,A.S.N. ACADEMY CALTAGIRONE A.S.D.,A S N ACADEMY CALTAGIRONE A S D,91033030874,Associazione senza personalità giuridica,Sicilia,CT,Caltagirone,"AMATO, FABRIZIO",18/05/2026,07/11/2021,954266,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170116
coni:170139,CONI,FIGC,170139,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CASTLE SOCCER ACADEMY,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CASTLE SOCCER ACADEMY,95300610631,Associazione senza personalità giuridica,Campania,,Napoli,"RUSSO, DANIELA",18/05/2026,09/11/2021,955315,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170139
coni:170164,CONI,FIGC,170164,A.S.D. ELITE SPORT ACADEMY,A S D ELITE SPORT ACADEMY,96485530586,Associazione senza personalità giuridica,Lazio,RM,Ladispoli,"BERLITI, LUCA",18/05/2026,16/12/2021,962825,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170164
coni:170178,CONI,FIGC|PGS,170178,A.S.D. GP2 SPORTING OLIVARELLA,A S D GP2 SPORTING OLIVARELLA,90031400832,Associazione senza personalità giuridica,Sicilia,ME,San Filippo del Mela,"MESSINA, STEFANO",18/05/2026,11/11/2021,955409,01/07/2025,30/06/2026,Basket|Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170178
coni:170219,CONI,FIGC,170219,A.S.D. CALCIO CAMPAGNA,A S D CALCIO CAMPAGNA,91067170653,Associazione senza personalità giuridica,Campania,SA,Campagna,"LETTERIELLO, ANGELO",18/05/2026,24/07/2023,953435,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170219
coni:170223,CONI,FIGC,170223,ASTRA CARBONIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,ASTRA CARBONIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,90043900928,Associazione senza personalità giuridica,Sardegna,SU,Carbonia,"PILI, ALESSIO",18/05/2026,26/11/2021,953929,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170223
coni:170227,CONI,FIGC,170227,ASSOCIAZIONE DI PROMOZIONE SOCIALE SPORTIVA DILETTANTISTICA COMPRENSORIO CORACE,ASSOCIAZIONE DI PROMOZIONE SOCIALE SPORTIVA DILETTANTISTICA COMPRENSORIO CORACE,97105990796,Associazione senza personalità giuridica,Calabria,CZ,Gimigliano,"MAZZA, SANTINO FABIO",18/05/2026,24/05/2022,954192,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170227
coni:170237,CONI,FIGC,170237,A.S.D. VIRTUS SAN PAOLO BEL SITO,A S D VIRTUS SAN PAOLO BEL SITO,92066300630,Associazione senza personalità giuridica,Campania,,San Paolo Bel Sito,"DI MARIA, MARIA SOLE",18/05/2026,27/11/2021,954315,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170237
coni:170240,CONI,CSI|FIGC,170240,A.S.D.F.A.M. MEJLOGU,A S D F A M MEJLOGU,02883800902,Associazione senza personalità giuridica,Sardegna,SS,Torralba,"FIORI, FABIANO",18/05/2026,03/11/2022,954331,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170240
coni:170245,CONI,FIGC,170245,ASD MUGNANO DEL CARDINALE,ASD MUGNANO DEL CARDINALE,92113710641,Associazione senza personalità giuridica,Campania,AV,Mugnano del Cardinale,"TEDESCO, ANDREA",18/05/2026,11/05/2023,954352,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170245
coni:170246,CONI,FIGC,170246,LAKERS LESINA A.S.D.,LAKERS LESINA A S D,93075890710,Associazione senza personalità giuridica,Puglia,FG,Lesina,"PEZZICOLI, ROCCO ENRICO",18/05/2026,10/12/2021,954361,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170246
coni:17025,CONI,FIGC,17025,SANPAIMOLA SOCIETA' SPORTIVA DILETTANTISTICA A R.L,SANPAIMOLA SOCIETA SPORTIVA DILETTANTISTICA A R L,02557970395,Associazione senza personalità giuridica,Emilia-Romagna,RA,Conselice,"COCCHI, ALEX",18/05/2026,01/08/2016,945138,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17025
coni:170256,CONI,FIGC,170256,REAL CAMINO A.S.D.,REAL CAMINO A S D,05280780262,Associazione senza personalità giuridica,Veneto,TV,Oderzo,"MARCON, PAOLO",18/05/2026,13/11/2021,962097,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170256
coni:17026,CONI,FIGC|UISP,17026,C.ERIKA LAVEZZOLA ASD APS,C ERIKA LAVEZZOLA ASD APS,02558170391,Associazione senza personalità giuridica,Emilia-Romagna,RA,Conselice,"LUCIANI, CRISTINA",18/05/2026,09/02/2017,954155,01/07/2025,30/06/2026,Basket|Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17026
coni:170331,CONI,CSI|FIGC,170331,A.S.D. FF10,A S D FF10,96502430588,Associazione senza personalità giuridica,Lazio,RM,Roma,"FERRETTI, ALFREDO",18/05/2026,24/11/2021,955053,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170331
coni:17034,CONI,FIGC,17034,ASD CITTA' DI FALCONARA,ASD CITTA DI FALCONARA,02558960429,Associazione senza personalità giuridica,Marche,AN,Falconara Marittima,"BRAMUCCI, MARCO",18/05/2026,15/09/2015,935624,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17034
coni:170471,CONI,FIGC,170471,ASSOCIAZIONE SPOTIVA DILETTANTISTICA ATLETICO MONTI,ASSOCIAZIONE SPOTIVA DILETTANTISTICA ATLETICO MONTI,02881590901,Associazione senza personalità giuridica,Sardegna,SS,Monti,"PINNA, FRANCO",18/05/2026,10/12/2021,954140,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170471
coni:170475,CONI,FIGC,170475,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA "" US ROFRANO """,ASSOCIAZIONE SPORTIVA DILETTANTISTICA US ROFRANO,93040510658,Associazione senza personalità giuridica,Campania,SA,Rofrano,"VILLANO, ANGELO",18/05/2026,04/03/2022,954254,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170475
coni:170479,CONI,CSEN|FIGC,170479,A.S.D. 8 MARZO,A S D 8 MARZO,92041580793,Associazione senza personalità giuridica,Calabria,CZ,Conflenti,"FOLINO GALLO, FIORELLA",18/05/2026,17/12/2021,963182,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170479
coni:170583,CONI,FIGC,170583,ATLETICO BAIANO 2015,ATLETICO BAIANO 2015,03096850643,Associazione senza personalità giuridica,Campania,AV,Sirignano,"NAPOLITANO, STEFANO",18/05/2026,26/11/2021,944360,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170583
coni:17060,CONI,FIGC,17060,A.S.D. FUTSAL ANCONA,A S D FUTSAL ANCONA,02561290426,Associazione senza personalità giuridica,Marche,AN,Ancona,"FRANCELLA, LORENZO",18/05/2026,15/09/2015,700526,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17060
coni:170639,CONI,FIGC,170639,A.S.D. DEPORTIVO VILLA RASPA,A S D DEPORTIVO VILLA RASPA,02313310688,Associazione senza personalità giuridica,Abruzzo,PE,Spoltore,"PARTENZA, DANIELE",18/05/2026,10/12/2021,954132,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170639
coni:170704,CONI,FIGC,170704,ASD ACC.BAGNOLESESANZENESE,ASD ACC BAGNOLESESANZENESE,04311490983,Associazione senza personalità giuridica,Lombardia,BS,San Zeno Naviglio,"INSELVINI, RAFFAELLA",18/05/2026,02/12/2021,954224,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170704
coni:17074,CONI,FIGC,17074,ASD CIRCEO FC,ASD CIRCEO FC,02562910592,Associazione senza personalità giuridica,Lazio,LT,San Felice Circeo,"ROSSATO, MIRKO",18/05/2026,31/07/2015,919551,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17074
coni:170746,CONI,FIGC,170746,ASD REAL MONTEBUONO,ASD REAL MONTEBUONO,90047500575,Associazione senza personalità giuridica,Lazio,RI,Montebuono,"SAPORA, FRANCESCO",18/05/2026,02/09/2025,953111,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170746
coni:170790,CONI,FIGC,170790,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SOLEMINIS,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SOLEMINIS,92267140926,Associazione senza personalità giuridica,Sardegna,SU,Soleminis,"SECCI, MARIANO",18/05/2026,07/12/2021,954448,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170790
coni:170799,CONI,FIGC,170799,A.S.D. LIBERTAS STABIA NEXT GENERATION,A S D LIBERTAS STABIA NEXT GENERATION,08818411210,Associazione senza personalità giuridica,Campania,,Castellammare di Stabia,"GRAZIUSO, FRANCESCO",18/05/2026,07/12/2021,951619,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170799
coni:17084,CONI,CSI|FIGC,17084,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ANTONIANA,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ANTONIANA,02563780168,Associazione senza personalità giuridica,Lombardia,BG,Bergamo,"TRAINI, LUCIANO",18/05/2026,06/03/2007,73901,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17084
coni:170915,CONI,FIGC,170915,A.S.D. REAL CAPOSELE CALCIO,A S D REAL CAPOSELE CALCIO,90025260648,Associazione senza personalità giuridica,Campania,AV,Caposele,"ABBONDANDOLO, FRANCO",18/05/2026,04/03/2022,954305,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170915
coni:170916,CONI,FIGC,170916,A.S.D. SAN NICOLA BARONIA,A S D SAN NICOLA BARONIA,90025300642,Associazione senza personalità giuridica,Campania,AV,San Nicola Baronia,"SAVINO, ROSARIO",18/05/2026,01/10/2023,954338,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=170916
coni:17097,CONI,FIGC,17097,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GUARDIAGRELE 2016,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GUARDIAGRELE 2016,02564990691,Associazione senza personalità giuridica,Abruzzo,CH,Guardiagrele,"RULLO, EGIDIO",18/05/2026,18/10/2016,945487,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17097
coni:171091,CONI,FIGC,171091,ASD LATINA SCALO 2020,ASD LATINA SCALO 2020,91162220593,Associazione senza personalità giuridica,Lazio,LT,Latina,"COVELLI, ALESSANDRO",18/05/2026,03/11/2025,953134,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=171091
coni:171105,CONI,FIGC,171105,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GIUSEPPE SOGLIA VDO ACADEMY,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GIUSEPPE SOGLIA VDO ACADEMY,94087640655,Associazione senza personalità giuridica,Campania,SA,Castel San Giorgio,"D'ARCO, FRANCESCO",18/05/2026,22/12/2021,954989,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=171105
coni:171116,CONI,FIGC,171116,ASD FC MONTEMARANO,ASD FC MONTEMARANO,92113700642,Associazione senza personalità giuridica,Campania,AV,Montemarano,"CARUCCIO, VITTORIO PAOLO",18/05/2026,17/12/2021,963751,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=171116
coni:17112,CONI,FIGC,17112,SOCIETA' SPORTIVA DILETTANTISTICA PERANO CALCIO,SOCIETA SPORTIVA DILETTANTISTICA PERANO CALCIO,02565820699,Associazione senza personalità giuridica,Abruzzo,CH,Perano,"D'ALONZO, LEONARDO",18/05/2026,06/10/2016,945678,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17112
coni:17116,CONI,FIGC,17116,S.G.T. SPORT SOCIETA' SPORTIVA DILETTANTISTICA A R.L.,S G T SPORT SOCIETA SPORTIVA DILETTANTISTICA A R L,02566090698,Società a Responsabilità Limitata (SRL),Abruzzo,CH,San Giovanni Teatino,"DI NICOLA, LUCIANO",18/05/2026,23/08/2016,952996,01/07/2025,30/06/2026,Futsal|Pallanuoto,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17116
coni:171180,CONI,FIGC,171180,ASD ICHNOS 3,ASD ICHNOS 3,93062330910,Associazione senza personalità giuridica,Sardegna,SU,Nurallao,"MANCONI, ALESSANDRO",18/05/2026,21/12/2021,955668,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=171180
coni:171608,CONI,FIGC,171608,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SPORTING L.F. 2012,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SPORTING L F 2012,09895381219,Associazione senza personalità giuridica,Campania,,Torre del Greco,"BASILE, RAFFAELINA",18/05/2026,26/01/2022,936217,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=171608
coni:171612,CONI,CSEN|FIGC,171612,A.S.D. YOUTH NAPOLI SOCCER,A S D YOUTH NAPOLI SOCCER,95303720635,Associazione senza personalità giuridica,Campania,,Napoli,"CANIGLIA, CHIARA",18/05/2026,20/09/2024,954087,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=171612
coni:17168,CONI,CSI|FIGC,17168,POLISPORTIVA DILETTANTISTICA BORBIAGO,POLISPORTIVA DILETTANTISTICA BORBIAGO,02570610275,Associazione con personalità giuridica,Veneto,VE,Mira,"MARTIN, RENZO",18/05/2026,14/02/2006,78007,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17168
coni:1717,CONI,FIGC,1717,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MERETO CALCIO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MERETO CALCIO,01053720304,Associazione senza personalità giuridica,Friuli-Venezia Giulia,UD,Mereto di Tomba,"TOPPANO, MICHELE",18/05/2026,19/04/2010,30390,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=1717
coni:17170,CONI,CSI|FIGC,17170,GRUPPO SPORTIVO SAN CASSIANO,GRUPPO SPORTIVO SAN CASSIANO,02570710042,Associazione senza personalità giuridica,Piemonte,CN,Alba,"CANALE, MICHELE",18/05/2026,29/12/2005,710353,01/07/2025,30/06/2026,Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17170
coni:17176,CONI,FIGC,17176,A.P.D. VALLE CERVO ANDORNO,A P D VALLE CERVO ANDORNO,02571080023,Associazione senza personalità giuridica,Piemonte,BI,Andorno Micca,"CALAMITA DI TRIA, MASSIMO",18/05/2026,04/09/2014,940743,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17176
coni:17185,CONI,FIGC,17185,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETICO ROCCA MASSIMA,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETICO ROCCA MASSIMA,02572100598,Associazione senza personalità giuridica,Lazio,LT,Rocca Massima,"DEL FERRARO, ANDREA",18/05/2026,02/03/2012,934758,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17185
coni:171889,CONI,FIGC,171889,A.S.D. PIMONTE FOOTBALL CLUB,A S D PIMONTE FOOTBALL CLUB,90104920633,Associazione senza personalità giuridica,Campania,,Pimonte,"SOMMA, SALVATORE",18/05/2026,08/03/2022,954404,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=171889
coni:17190,CONI,AICS|FIGC,17190,ASSOCIAZIONE SPORTIVA CULTURALE DILETTANTISTICA VALLATESE,ASSOCIAZIONE SPORTIVA CULTURALE DILETTANTISTICA VALLATESE,02572520647,Associazione senza personalità giuridica,Campania,AV,Vallata,"INFANTE, CARMINE",18/05/2026,18/09/2008,919904,01/07/2025,30/06/2026,Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17190
coni:171951,CONI,FIGC|OPES,171951,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAN PAOLO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAN PAOLO,90097690730,Associazione senza personalità giuridica,Puglia,TA,Martina Franca,"BASILE, MARIA GRAZIA",18/05/2026,27/01/2022,911334,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=171951
coni:17212,CONI,CSI|FIGC,17212,A.S.D. SPORTING SANTHIA' AMICI DI TOTO' 2014,A S D SPORTING SANTHIA AMICI DI TOTO 2014,02574150021,Associazione senza personalità giuridica,Piemonte,VC,Santhià,"FUSARO, LUIGI RENATO",18/05/2026,26/09/2014,964759,24/09/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17212
coni:172425,CONI,FIGC,172425,CENTRO UNIVERSITARIO SPORTIVO A.S.D. C.U.S. UNITE-,CENTRO UNIVERSITARIO SPORTIVO A S D C U S UNITE,92062070674,Associazione con personalità giuridica,Abruzzo,TE,Teramo,"MIGNINI, DENIS",18/05/2026,28/04/2022,963443,01/07/2025,30/06/2026,Basket|Futsal|Pallamano|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=172425
coni:1726,CONI,FIGC,1726,A.S.D. SOSPIROLESE,A S D SOSPIROLESE,01054600257,Associazione senza personalità giuridica,Veneto,BL,Sospirolo,"MENEGOLLA, MARCO",18/05/2026,07/12/2012,919143,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=1726
coni:172655,CONI,FIGC,172655,SOCCER SCHOOL STARS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,SOCCER SCHOOL STARS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,93070430710,Associazione senza personalità giuridica,Puglia,FG,San Severo,"COZZOLA, DAVIDE URIEL",18/05/2026,10/06/2022,964938,16/10/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=172655
coni:172725,CONI,FIGC,172725,A.S.D. GENERAZIONE BLUCELESTE,A S D GENERAZIONE BLUCELESTE,03975390133,Associazione senza personalità giuridica,Lombardia,LC,Valmadrera,"MARUCCIA, MARCELLO",18/05/2026,01/04/2022,953925,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=172725
coni:17279,CONI,FIGC,17279,U.S. VIBONESE CALCIO S.R.L.,U S VIBONESE CALCIO S R L,02581100795,Società a Responsabilità Limitata (SRL),Calabria,VV,Vibo Valentia,"CAFFO, GIUSEPPE GIOVANNI",18/05/2026,09/09/2015,610720,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17279
coni:172798,CONI,CSEN|FIGC,172798,A.S.D MIGLIANISPORT,A S D MIGLIANISPORT,02635220698,Associazione senza personalità giuridica,Abruzzo,CH,Miglianico,"MATTIOLI, ANTONIO",18/05/2026,24/03/2023,949437,01/07/2025,30/06/2026,Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=172798
coni:172820,CONI,CSI|FIGC,172820,MA.C.S. ASSOCIAZIONE CULTURALE SPORTIVA RICREATIVA,MA C S ASSOCIAZIONE CULTURALE SPORTIVA RICREATIVA,01700700089,Associazione senza personalità giuridica,Liguria,IM,San Lorenzo al Mare,"BERARDINUCCI, LUCA",18/05/2026,06/03/2022,963623,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=172820
coni:173002,CONI,CSI|FIGC,173002,A.S.D. POLISPORTIVA CAPPUCCINI,A S D POLISPORTIVA CAPPUCCINI,12059980966,Associazione senza personalità giuridica,Lombardia,LO,Casalpusterlengo,"LOTTAROLI, FRANCESCO",18/05/2026,15/03/2022,962933,01/07/2025,30/06/2026,Calcio|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=173002
coni:173051,CONI,FIGC,173051,A.S.D. NOU CAMP CAPACI CALCIO A 5,A S D NOU CAMP CAPACI CALCIO A 5,97364330825,Associazione senza personalità giuridica,Sicilia,PA,Capaci,"TIZIANO, GIOVANNI",18/05/2026,08/03/2022,955420,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=173051
coni:173096,CONI,FIGC,173096,A.S.D. TREMESTIERI ETNEO,A S D TREMESTIERI ETNEO,93240010871,Associazione senza personalità giuridica,Sicilia,CT,Tremestieri Etneo,"CARBONARO, ALFIO",18/05/2026,01/04/2022,954159,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=173096
coni:17318,CONI,FIGC,17318,UNIONE CALCIO PERGOLESE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,UNIONE CALCIO PERGOLESE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,02584560417,Associazione senza personalità giuridica,Marche,PU,Pergola,"ROSSI, ENRICO",18/05/2026,05/10/2015,954915,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17318
coni:173266,CONI,FIGC,173266,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FLAV ATLETICO FUTSAL,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FLAV ATLETICO FUTSAL,90068490870,Associazione senza personalità giuridica,Sicilia,CT,Acireale,"DI BLASI, GIOVANNI ALDO",18/05/2026,18/03/2022,954264,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=173266
coni:173433,CONI,FIGC,173433,ONANO SPORT CALCIO,ONANO SPORT CALCIO,90092810564,Associazione senza personalità giuridica,Lazio,VT,Onano,"BOMBA, LUIGI",18/05/2026,24/03/2022,931214,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=173433
coni:17345,CONI,FIGC,17345,SOCIETA' SPORTIVA DILETTANTISTICA MONTELEPRE A.R.L,SOCIETA SPORTIVA DILETTANTISTICA MONTELEPRE A R L,02587130812,Società a Responsabilità Limitata (SRL),Sicilia,TP,Alcamo,"MARCHESE, BALDO",18/05/2026,15/09/2015,943087,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=17345
